Site No,Region,Site Name,County,Alt,Grid Ref,GPS Grid Ref Start,Date-V1,Date-V2,Date-V3,Date-V4,Date-V5,V1,V2,V3,V4,V5,GPS Grid ref otter,LEAP,Mink present,Easting,Northing
0874,NO,"Hethpool
Elsdon Burn",Northumberland,152,NT881282,NT8814228161,24/06/1978,03/06/1985,31/07/1992,15/08/2000,25/08/2009,N,N,N,P,P,NT8814928157,016,N,388100,628200
0875,NO,"Freddon Hill
Common Burn",Northumberland,245,NT945266,NT9454526661,24/06/1978,03/06/1985,31/07/1992,15/08/2000,25/08/2009,N,N,N,P,P,NT9455226637,016,N,394500,626600
0876,NO,"Housey Crags
Harthorpe Burn",Northumberland,213,NT955226,NT9541622501,24/06/1978,01/06/1985,31/07/1992,15/08/2000,25/08/2009,N,N,N,P,P,NT9543522508,016,N,395500,622600
0877,NO,"Knock Hill
River Beamish",Northumberland,150,NT996166,NT9966716650,24/06/1978,31/05/1985,23/07/1992,23/08/2000,22/08/2009,N,N,N,P,P,NT9966716650,016,N,399600,616600
0878,NO,"Linhope 
River Breamish",Northumberland,230,NT962160,NT9627316038,25/06/1978,31/05/1985,23/07/1992,25/08/2000,22/08/2009,N,N,N,P,P,NT9652815017,016,N,396200,616000
0879,NO,"Scrainwood
Spartley Burn",Northumberland,173,NT988095,NT9887609494,25/06/1978,31/05/1985,23/07/1992,23/08/2000,22/08/2009,N,N,P,P,P,NT9887609494,016,N,398800,609500
0880,NO,"Biddlestone
Netherton Brook",Northumberland,190,NT963079,NT9637207987,25/06/1978,31/05/1985,23/07/1992,23/08/2000,22/08/2009,N,N,N,P,P,NT9644407993,016,N,396300,607900
0881,NO,"Windyside
Foxton Burn",Northumberland,120,NT987047,NT9877504845,25/06/1978,31/05/1985,23/07/1992,23/08/2000,22/08/2009,N,N,N,P,P,NT9877504845,016,N,398700,604700
0882,NO,"Hepple
River Coquet",Northumberland,100,NT981002,NT9812800228,25/06/1978,30/05/1985,21/07/1992,25/08/2000,22/08/2009,N,N,P,P,P,NT9812800228,016,N,398100,600200
0883,NO,"Sharperton
River Coquet",Northumberland,124,NT955037,NT9547303793,25/06/1978,30/05/1985,21/07/1992,22/08/2000,22/08/2009,N,N,P,N,P,NT9547303793,016,N,395500,603700
0884,NO,"Low Alwinton
River Coquet",Northumberland,150,NT922056,NT9226005627,25/06/1978,04/06/1985,22/07/1992,24/08/2000,23/08/2009,N,N,P,P,P,NT9223205638,016,N,392200,605600
0885,NO,"Bygate Hall
River Coquet",Northumberland,220,NT869083,NT8699008257,25/06/1978,22/06/1985,22/07/1992,24/08/2000,23/08/2009,N,N,N,P,P,NT8663208439,016,N,386900,608300
0886,NO,"Coldgate Mill
Wooler Water",Northumberland,93,NT998250,NT9976724842,26/06/1978,03/06/1985,31/07/1992,15/08/2000,25/08/2009,N,N,P,P,P,NT9978924883,016,N,399800,625000
0887,NO,"Kidland Forest
River Alwin",Northumberland,226,NT917101,NT9184410157,26/06/1978,04/06/1985,22/07/1992,24/08/2000,25/08/2009,N,N,N,P,P,NT9191810078,016,N,391700,610100
0888,NO,"Blindburn
River Coquet",Northumberland,310,NT824107,NT8242610677,26/06/1978,04/06/1985,22/07/1992,24/08/2000,23/08/2009,N,N,N,P,P,NT8231110619,016,N,382400,610700
0889,NO,"Uswayford
Usway Burn",Northumberland,335,NT876136,NT8761513599,26/06/1978,22/06/1985,22/07/1992,24/08/2000,23/08/2009,N,N,N,P,P,NT8579013484,016,N,387600,613600
0890,NO,Linshiels Lake,Northumberland,200,NT891043,NT8909604329,26/06/1978,22/06/1985,22/07/1992,25/08/2000,28/08/2009,N,N,N,P,P,NT8909604329,016,N,389100,604300
0891,NO,"Rookling Law
Ridlees Burn",Northumberland,262,NT846060,NT8459106008,26/06/1978,22/06/1985,22/07/1992,25/08/2000,23/08/2009,N,N,N,P,P,NT0459705960,016,N,384600,606000
0892,NO,"The Oaks
Holystone Burn",Northumberland,170,NT934013,NT9344201325,27/06/1978,30/05/1985,21/07/1992,24/08/2000,23/08/2009,N,N,N,N,P,NT9334201325,016,N,393400,601300
0893,NO,"Catcleugh Reservoir
River Rede",Northumberland,250,NT722042,NT7226504206,27/06/1978,30/05/1985,21/07/1992,22/08/2000,23/08/2009,N,N,P,P,N,,017,N,372200,604200
0894,NO,Cottonshope Burn,Northumberland,290,NT789046,NT7892504601,27/06/1978,22/06/1985,21/07/1992,22/08/2000,23/08/2009,N,N,N,N,P,NT7878904366,017,N,378900,604600
0895,NO,"Blakehopeburnhaugh
River Rede",Northumberland,195,NT784001,NT7849600300,28/06/1978,30/05/1985,21/07/1992,22/08/2000,23/08/2009,N,N,P,P,N,,017,N,378400,600100
0896,NO,"Pauperhaugh
River Coquet",Northumberland,55,NZ101995,NZ1005599477,28/06/1978,21/06/1985,24/07/1992,19/07/2000,28/08/2009,P,P,P,P,P,NZ1006699511,016,N,410100,599500
0897,NO,"Shothaugh
River Coquet",Northumberland,35,NZ166999,NZ1658499965,28/06/1978,21/06/1985,24/07/1992,19/07/2000,28/08/2009,N,P,P,P,P,NZ1657600278,016,P,416600,599900
0898,NO,"Garrett Lee Wood
Tod Burn",Northumberland,97,NZ117963,NZ1172496275,28/06/1978,21/06/1985,24/07/1992,19/07/2000,28/08/2009,P,P,P,P,P,NZ1168896224,016,N,411700,596300
0899,NO,Maglin Burn,Northumberland,183,NZ078957,NZ0784295783,28/06/1978,21/06/1985,14/07/1992,19/07/2000,28/08/2009,N,N,N,N,P,NZ0801405919,016,N,407800,595700
0900,NO,Paxtondean Burn,Northumberland,85,NZ170949,NZ1698694893,29/06/1978,21/06/1985,25/07/1992,19/07/2000,28/08/2009,N,P,P,N,P,NZ1691094738,016,N,417000,594900
0901,NO,"East Thirston
River Coquet tributary",Northumberland,38,NZ194993,NZ1944999331,29/06/1978,21/06/1985,25/07/1992,19/07/2000,28/08/2009,N,P,P,P,P,NZ1944999331,016,N,419400,599300
0902,NO,Chevington Burn estuary,Northumberland,0,NZ271981,NZ2714798189,29/06/1978,21/06/1985,15/07/1992,19/07/2000,28/08/2009,N,N,N,N,P,NZ2727898153,016,N,427100,598100
0903,NO,"Ulgham Grange
River Lyne",Northumberland,35,NZ239926,NZ2396892600,29/06/1978,21/06/1985,15/07/1992,19/07/2000,28/08/2009,N,N,N,P,P,NZ2405392547,016,N,423900,592600
0904,NO,"Rivergreen  Mill
River Wansbeck",Northumberland,48,NZ137847,NZ1375084691,29/06/1978,18/06/1985,20/07/1992,20/07/2000,23/09/2009,P,P,P,P,P,NZ1375084691,016,N,413700,584700
0905,NO,"Newpark Wood
River Font",Northumberland,107,NZ093911,NZ0931891196,29/06/1978,18/06/1985,22/07/1992,20/07/2000,28/08/2009,P,P,P,P,P,NZ0941491148,016,N,409300,591100
0906,NO,Fontburn Reservoir,Northumberland,200,NZ035936,NZ0353093672,30/06/1978,19/06/1985,22/07/1992,20/07/2000,22/09/2009,N,N,P,P,P,NZ0354093667,016,N,403500,593600
0907,NO,Rothley Lakes,Northumberland,201,NZ044905,NZ0444590490,30/06/1978,18/06/1985,16/07/1992,20/07/2000,28/08/2009,N,N,N,P,P,NZ0471790616,016,N,404400,590500
0908,NO,"Harwood
Harwood Burn",Northumberland,230,NZ001903,NZ0010990291,30/06/1978,19/06/1985,16/07/1992,20/07/2000,28/08/2009,P,N,N,P,P,NZ0010990291,016,N,400100,590300
0909,NO,"Kirkwhelpington
River Wansbeck",Northumberland,136,NZ010841,NZ0108184045,30/06/1978,18/06/1985,17/07/1992,20/07/2000,22/09/2009,P,N,N,P,P,NZ0108184125,016,N,401000,584100
0910,NO,"Middleton
River Wansbeck",Northumberland,100,NZ053841,NZ0534584125,30/06/1978,18/06/1985,20/07/1992,20/07/2000,22/09/2009,P,P,P,P,P,NZ0534584125,016,P,405300,584100
0911,NO,"West Grange
Hart Burn",Northumberland,150,NZ037872,NZ0373787295,30/06/1978,22/06/1985,20/07/1992,20/07/2000,22/09/2009,P,P,P,P,P,NZ0373787295,016,N,403700,587200
0912,NO,"Hartburn
Hart Burn",Northumberland,100,NZ091859,NZ0918085978,30/06/1978,17/06/1985,20/07/1992,20/07/2000,22/09/2009,P,P,P,P,P,NZ0918085978,016,N,409100,585900
0913,NO,"Wood House
River Font",Northumberland,78,NZ129889,NZ1296688927,30/06/1978,18/06/1985,22/07/1992,20/07/2000,22/09/2009,P,P,P,P,P,NZ1292688901,016,N,412900,588900
0914,NO,"Morpeth
River Wansbeck",Northumberland,25,NZ190861,NZ1898286116,30/06/1978,17/06/1985,31/07/1992,20/07/2000,22/09/2009,N,P,P,P,P,NZ1898286116,016,N,419000,586100
0915,NO,Potland Burn,Northumberland,18,NZ263906,NZ2636790560,03/07/1978,22/06/1985,18/07/1992,19/07/2000,22/09/2009,N,N,N,N,N,,016,N,426300,590600
0916,NO,"Lynemouth
River Lyne",Northumberland,0,NZ302907,NZ3021590678,03/07/1978,21/06/1985,18/07/1992,19/07/2000,22/09/2009,N,N,N,P,P,NZ3021590678,016,N,430200,590700
0917,NO,"Seaton Colliery
River Wansbeck",Northumberland,0,NZ302854,NZ3009485409,03/07/1978,17/06/1985,18/07/1992,19/07/2000,22/09/2009,N,N,N,N,N,,016,N,430200,585400
0918,NO,"Bothal 
River Wansbeck",Northumberland,10,NZ236862,NZ2355086191,03/07/1978,17/06/1985,31/07/1992,20/07/2000,22/09/2009,N,P,P,P,P,NZ2355086191,016,N,423600,586200
0919,NO,"Tritlington
River Lyne",Northumberland,66,NZ203924,NZ2042192383,03/07/1978,21/06/1985,19/07/1992,19/07/2000,28/08/2009,N,N,N,P,P,NZ2042192383,016,N,420300,592400
0920,NO,"Cockhill Farm
Shilvington Burn",Northumberland,84,NZ159810,NZ1589481034,03/07/1978,14/06/1985,19/07/1992,26/07/2000,23/09/2009,N,N,N,N,P,,016,N,415900,581000
0921,NO,"East Trewick
River Blyth",Northumberland,85,NZ112796,NZ1115779594,03/07/1978,14/06/1985,19/07/1992,26/07/2000,23/09/2009,N,N,N,N,P,NZ1116679592,016,N,411200,579600
0922,NO,"Brandy Well Hall
River Blyth",Northumberland,165,NZ041787,NZ0416178832,03/07/1978,26/06/1985,19/07/1992,01/08/2000,23/09/2009,N,N,N,N,P,NZ0416178832,016,P,404100,578700
0923,NO,"White House
How Burn",Northumberland,108,NZ091808,NZ0916080858,04/07/1978,18/06/1985,19/07/1992,01/08/2000,23/09/2009,N,N,N,N,P,NZ0916680849,016,N,409100,580800
0924,NO,"Twizel Farm
River Blyth",Northumberland,58,NZ156787,NZ1571878787,04/07/1978,14/06/1985,01/08/1992,26/07/2000,26/09/2009,P,N,P,P,P,NZ1574178896,016,N,415600,578700
0925,NO,"Bellasis Bridge
River Blyth",Northumberland,40,NZ190776,NZ1901477658,04/07/1978,14/06/1985,27/07/1992,26/07/2000,26/09/2009,N,N,N,P,P,NZ1901477658,016,N,419000,577600
0926,NO,"Plessey Hall Mill
River Blyth",Northumberland,25,NZ237797,NZ2380979696,04/07/1978,17/06/1985,01/08/1992,26/07/2000,26/09/2009,P,N,P,P,P,NZ2350979613,016,N,423700,579700
0927,NO,"Bedlington
River Blyth",Northumberland,5,NZ266814,NZ2665681425,04/07/1978,17/06/1985,27/07/1992,26/07/2000,23/09/2009,N,N,N,P,P,NZ2665681425,016,N,426600,581400
0928,NO,"Ponteland
River Pont",Northumberland,55,NZ167743,NZ1682574308,05/07/1978,14/06/1985,27/07/1992,26/07/2000,26/09/2009,N,N,N,P,P,NZ1682574308,016,P,416700,574300
0929,NO,"Brunswick
Seaton Burn",Tyne and Wear,55,NZ230734,NZ2289473342,05/07/1978,17/06/1985,28/07/1992,28/07/2000,26/09/2009,N,N,N,P,P,NZ2309673426,016,N,423000,573400
0930,NO,"Dissington
River Pont",Northumberland,85,NZ125709,NZ1254470934,05/07/1978,26/06/1985,28/07/1992,03/08/2000,26/09/2009,N,N,N,P,P,NZ1254470934,016,N,412500,570900
0931,NO,"Robsheugh Farm
Robsheugh Burn",Northumberland,128,NZ097743,NZ0970873402,05/07/1978,26/06/1985,28/07/1992,26/07/2000,26/09/2009,N,N,N,P,P,NZ0970873402,016,N,409700,574300
0932,NO,Cadgers  Burn,Northumberland,85,NZ125761,NZ1261276106,05/07/1978,14/06/1985,28/07/1992,26/07/2000,26/09/2009,N,N,N,N,N,,016,N,412500,576100
0933,NO,"East Beechfield Farm
Ogle Burn",Northumberland,115,NZ105773,NZ1011176868,05/07/1978,26/06/1985,29/07/1992,29/07/2000,26/09/2009,N,N,N,N,P,NZ1049377040,016,N,410500,577300
0934,NO,Sir Edwards Lake,Northumberland,168,NZ033800,NZ0353180075,05/07/1978,26/06/1985,29/07/1992,01/08/2000,23/09/2009,N,N,N,N,P,NZ0340979983,016,N,403300,580000
0935,NO,"Clock Mill
Swilder Burn",Northumberland,165,NZ027813,NZ0279981400,05/07/1978,26/06/1985,29/07/1992,01/08/2000,23/09/2009,N,N,N,N,P,NZ0279981400,016,N,402700,581300
0936,NO,"Halton Red House
River Pont",Northumberland,159,NZ003694,NZ0031969449,06/07/1978,25/06/1985,29/07/1992,01/08/2000,23/09/2009,N,N,N,N,P,NZ0031969449,016,N,400300,569400
0937,NO,"Burnside
River Pont",Northumberland,130,NZ044715,NZ0445871536,06/07/1978,25/06/1985,30/07/1992,01/08/2000,23/09/2009,N,N,N,N,P,NZ0452171488,016,N,404400,571500
0938,NO,"Belsay Barns
Coal Burn",Northumberland,175,NZ057775,NZ0583677508,06/07/1978,26/06/1985,30/07/1992,01/08/2000,23/09/2009,N,N,N,N,P,NZ0591577547,016,N,405700,577500
0939,NO,"Spital 
Whittle Burn",Northumberland,85,NZ076668,NZ0757866825,06/07/1978,05/07/1985,30/07/1992,02/08/2000,24/09/2009,N,N,N,P,P,NZ0757666763,017,N,407600,566800
0940,NO,"Bradley Hall
Stanley Burn",Northumberland,30,NZ113626,NZ1140362652,06/07/1978,25/06/1985,05/08/1992,01/08/2000,24/09/2009,N,N,P,N,N,,017,N,411300,562600
0941,NO,"Hagg Farm
River Tyne",Northumberland,10,NZ103647,NZ1042664664,07/07/1978,25/06/1985,05/08/1992,01/08/2000,24/09/2009,N,N,P,P,P,NZ1043064662,017,N,410300,564700
0942,NO,"Howden Dene
River Tyne",Northumberland,20,NZ002634,NZ0027763412,07/07/1978,05/07/1985,02/08/1992,01/08/2000,23/09/2009,N,P,P,P,P,NZ0034963470,017,N,400200,563400
0943,NO,"Bywell Hall
RiverTyne",Northumberland,15,NZ048613,NZ0452861345,07/07/1978,25/06/1985,02/08/1992,01/08/2000,23/09/2009,N,N,P,P,P,NZ0500861464,017,N,404800,561300
0944,NO,"Hollies House
March Burn",Northumberland,60,NY995606,NY9952860709,07/07/1978,25/06/1985,02/08/1992,01/08/2000,23/09/2009,N,N,P,P,P,NY9952860709,017,N,399500,560600
0945,NO,"Bridges Farm
Stocksfield Burn",Northumberland,135,NZ040574,NZ0402757343,07/07/1978,13/06/1985,05/08/1992,01/08/2000,23/09/2009,P,N,N,N,P,NZ0407257365,017,N,404000,557400
0946,NO,"Derwent Bridge
River Derwent",Northumberland Durham,185,NZ030511,NZ0317551175,07/07/1978,13/06/1985,05/08/1992,06/07/2000,24/09/2009,N,N,P,P,P,NZ0317551175,017,N,403000,551100
0947,NO,"Millshield
Derwent Reservoir",Northumberland,225,NZ013531,NZ0126453604,08/07/1978,13/06/1985,06/08/1992,06/07/2000,23/09/2009,N,N,N,P,P,NZ0126453604,017,N,401300,553100
0948,NO,"Shotleyfield
Derwent tributary",Northumberland,175,NZ062531,NZ0613153157,08/07/1978,13/06/1985,06/08/1992,06/07/2000,24/09/2009,N,N,N,N,P,NZ0616453150,017,N,406200,553100
0949,NO,"Allensford
River Derwent",Northumberland,115,NZ076502,NZ0769950232,08/07/1978,13/06/1985,06/08/1992,07/07/2000,24/09/2009,N,N,N,P,P,NZ0769950232,017,N,407600,550200
0950,NO,"Newlands
River Derwent",Northumberland,65,NZ099557,NZ1000255655,08/07/1978,13/06/1985,06/08/1992,07/07/2000,24/09/2009,N,N,N,P,P,NZ0998355734,017,N,409900,555700
0951,NO,"Lintzford 
River Derwent",Durham,40,NZ146570,NZ1468957023,08/07/1978,13/06/1985,01/08/1992,07/07/2000,24/09/2009,N,N,P,P,P,NZ1452157166,017,N,414600,557000
0952,NO,"Riding Farm
River Team",Durham,35,NZ247553,NZ2473055292,08/07/1978,27/06/1985,07/08/1992,03/08/2000,27/09/2009,N,N,N,N,P,NZ2486155447,017,N,424700,555300
0953,NO,Ryehope,Durham,0,NZ419519,NZ4192551944,09/07/1978,27/06/1985,07/08/1992,09/08/2000,27/09/2009,N,N,N,N,N,,018,N,441900,551900
0954,NO,"Sunderland
River Wear",Tyne and Wear,0,NZ333556,NZ3331155668,09/07/1978,27/06/1985,07/08/1992,09/08/2000,27/09/2009,N,N,N,N,P,NZ3335555707,018,N,433300,555600
0955,NO,"Chester le Street
River Wear",Durham,10,NZ283509,NZ2842750832,09/07/1978,27/06/1985,07/08/1992,09/08/2000,27/09/2009,N,N,N,N,P,NZ2847350695,018,N,428300,550900
0956,NO,Beamish Burn,Durham,88,NZ213547,NZ2141954851,09/07/1978,27/06/1985,07/08/1992,03/08/2000,27/09/2009,N,N,N,N,N,,017,N,421300,554700
0957,NO,"Baybridge
River Derwent",Durham,250,NY957499,NY9581349922,10/07/1978,03/07/1985,22/06/1992,18/07/2000,14/09/2009,N,N,N,N,P,NY9581349922,017,N,395700,549900
0958,NO,Beldon Burn,Northumberland,323,NY915497,NY9155949714,10/07/1978,03/07/1985,22/06/1992,07/07/2000,14/09/2009,N,N,N,N,P,NY9155949714,017,N,391500,549700
0959,NO,"Burnhead Dam
River Derwent Tyne",Durham,460,NY940457,NY9405145822,10/07/1978,03/07/1985,22/06/1992,18/07/2000,14/09/2009,N,N,N,N,N,,017,P,394000,545700
0960,NO,"Rookhope
Woodhope Burn",Durham,320,NY943416,NY9439441621,10/07/1978,03/07/1985,21/06/1992,18/07/2000,14/09/2009,N,N,N,N,P,NY9440341581,018,N,394300,541600
0961,NO,"Rookhope Head
Woodhope Burn",Durham,492,NY882450,NY8819345057,10/07/1978,05/07/1985,21/06/1992,18/07/2000,14/09/2009,N,N,N,N,N,,018,N,388200,545000
0962,NO,"Peasmeadows
River East Allen",Northumberland,365,NY851470,NY8522047027,10/07/1978,10/07/1985,24/06/1992,02/08/2000,14/09/2009,N,N,N,N,P,NY8511547048,017,N,385100,547000
0963,NO,"Cow Green Reservoir
River Tees",Cumbria,495,NY783313,NY7827931297,27/07/1978,08/07/1985,05/07/1992,28/07/2000,13/09/2009,N,N,N,N,N,,019,N,378300,531300
0964,NO,"Moor House
River Tees",Cumbria,533,NY760338,NY7606033859,27/07/1978,08/07/1985,05/07/1992,28/07/2000,17/09/2009,N,N,N,N,N,,019,N,376000,533800
0965,NO,"Underbank
River South Tyne",Northumberland,229,NY697496,NY6972649663,27/07/1978,12/07/1985,23/06/1992,02/08/2000,17/09/2009,N,N,N,N,P,NY6972649663,017,N,369700,549600
0966,NO,"Nest
River Tyne",Cumbria,285,NY716444,NY7160644388,28/07/1978,10/07/1985,24/06/1992,02/08/2000,17/09/2009,N,N,N,N,N,,017,N,371600,544400
0967,NO,"Cow Green Reservoir
River Tees",Cumbria,465,NY814287,NY8138928756,28/07/1978,08/07/1985,05/07/1992,27/07/2000,15/09/2009,N,N,N,N,P,NY8141028717,019,N,381400,528700
0968,NO,"Cow Green Reservoir
River Tees tributary",Durham,420,NY825325,NY8252832515,28/07/1978,08/07/1985,05/07/1992,27/07/2000,13/09/2009,N,N,N,N,P,NY8291932121,019,N,382500,532500
0969,NO,"Langdon Beck
River Tees",Durham,438,NY850329,NY8503932994,28/07/1978,08/07/1985,05/07/1992,21/07/2000,13/09/2009,N,N,N,N,P,NY8503932994,019,N,385000,532900
0970,NO,"Eastgate
River Wear",Durham,225,NY957384,NY9572138432,28/07/1978,10/07/1985,20/06/1992,19/07/2000,14/09/2009,N,N,N,P,P,NY9572138432,018,N,395700,538400
0971,NO,"Daddry Shield
River Wear",Durham,285,NY895380,NY9002437704,28/07/1978,10/07/1985,20/06/1992,19/07/2000,14/09/2009,N,N,N,P,P,NY9002437704,018,N,389500,538000
0972,NO,Black Burn,Cumbria,352,NY682416,NY6824441647,29/07/1978,12/07/1985,23/06/1992,19/07/2000,17/09/2009,N,N,N,P,P,NY6902236421,017,N,368200,541600
0973,NO,"Crossgill
River South Tyne",Cumbria,344,NY749408,NY7491240900,29/07/1978,12/07/1985,23/06/1992,02/08/2000,18/09/2009,N,N,N,N,N,,017,N,374900,540800
0974,NO,"Foreshield
River Nent",Cumbria,345,NY748467,NY7487846746,29/07/1978,10/07/1985,23/06/1992,02/08/2000,17/09/2009,N,N,N,N,P,NY7487846746,017,N,374800,546700
0975,NO,"Black Cleugh
River West Allen",Northumberland,350,NY801487,NY8011848752,29/07/1978,10/07/1985,24/06/1992,02/08/2000,17/09/2009,N,N,N,N,N,,017,N,380100,548700
0976,NO,"Wellhope Burn
River West Allen",Northumberland,305,NY774500,NY7745650194,29/07/1978,10/07/1985,24/06/1992,02/08/2000,17/09/2009,N,N,N,N,N,,017,N,377400,550000
0977,NO,"Killhope Wheel
Killhope Burn",Durham,469,NY826431,NY8252843193,29/07/1978,10/07/1985,21/06/1992,19/07/2000,17/09/2009,N,N,N,N,N,,018,P,382600,543100
0978,NO,Swinhope Burn,Durham,417,NY895346,NY8957434648,30/07/1978,04/07/1985,20/06/1992,20/07/2000,13/09/2009,N,N,N,N,P,NY8957434648,018,N,389500,534600
0979,NO,"West Blackdene
River Wear",Durham,328,NY866391,NY8664339134,30/07/1978,05/07/1985,21/06/1992,19/07/2000,15/09/2009,N,N,N,N,P,NY8664339134,018,N,386600,539100
0980,NO,Burnhope Reservoir,Durham,400,NY832387,NY8290738755,30/07/1978,12/07/1985,21/06/1992,20/07/2000,14/09/2009,N,N,N,N,N,,018,P,383200,538700
0981,NO,"Wheysike House
River Tees",Durham,360,NY858296,NY8568729759,30/07/1978,08/07/1985,05/07/1992,21/07/2000,13/09/2009,N,N,N,N,P,NY8576529730,019,N,385800,529600
0982,NO,Crook Burn,Durham,590,NY781358,NY7810235710,30/07/1978,08/07/1985,05/07/1992,28/07/2000,14/09/2009,N,N,N,N,P,NY7810035572,019,N,378100,535800
0983,NO,Eudon Burn,Durham,240,NY999488,NZ0045349042,31/07/1978,03/07/1985,22/06/1992,18/07/2000,14/09/2009,N,N,N,N,P,NZ0041549015,017,P,399900,548800
0984,NO,Stanhope Burn,Durham,260,NY986414,NY9060841442,31/07/1978,03/07/1985,21/06/1992,18/07/2000,14/09/2009,N,N,N,P,P,NY9060841442,018,N,398600,541400
0985,NO,Bollihope Burn,Durham,281,NY986351,NY9861135157,31/07/1978,02/07/1985,20/06/1992,20/07/2000,13/09/2009,N,N,N,N,N,,018,N,398600,535100
0986,NO,"Middle End Farm
Eggleston Burn",Durham,334,NY984287,NY9850328748,31/07/1978,02/07/1985,29/06/1992,20/07/2000,13/09/2009,N,N,N,N,P,NY9864528538,019,P,398400,528700
0987,NO,"Watsons Bridge
Flushiemere Beck",Durham,393,NY909302,NY9098830218,31/07/1978,04/07/1985,29/06/1992,20/07/2000,13/09/2009,N,N,N,N,P,NY9098830218,019,N,390900,530200
0988,NO,"Friar House
River Tees",Durham,286,NY893284,NY8138928756,31/07/1978,04/07/1985,29/06/1992,21/07/2000,15/09/2009,N,P,N,N,P,NY8926828276,019,N,389300,528400
0989,NO,"Middleton in Teeside
River Tees",Durham,220,NY946253,NY9459925331,31/07/1978,02/07/1985,29/06/1992,21/07/2000,13/09/2009,N,N,N,P,P,NY9452025335,019,N,394600,525300
0990,NO,Hudeshope Burn,Durham,335,NY944293,NY9444529275,01/08/1977,04/07/1985,29/06/1992,20/07/2000,13/09/2009,N,N,N,N,N,,019,N,394400,529300
0991,NO,"Grassholme Reservoir outlet
River Lune",Durham,250,NY947229,NY9483422975,01/08/1978,09/07/1985,30/06/1992,10/08/2000,12/09/2009,N,N,P,N,P,NY9483422975,019,N,394700,522900
0992,NO,"Grassholme Reservoir
River Lune",Durham,280,NY927216,NY9289721576,01/08/1978,09/07/1985,30/06/1992,10/08/2000,12/09/2009,N,N,N,N,P,NY9288421557,019,N,392700,521600
0993,NO,"North Side
Selset Reservoir",Durham,315,NY901214,NY9007521467,01/08/1978,02/07/1985,30/06/1992,10/08/2000,12/09/2009,N,N,N,N,P,NY9020521365,019,N,390100,521400
0994,NO,"Lune Head House
River Lune",Durham,390,NY856206,NY8563020674,01/08/1978,02/07/1985,30/06/1992,10/08/2000,12/09/2009,N,N,N,N,N,,019,N,385600,520600
0995,NO,"South Bank
Selset Reservoir",Durham,318,NY909207,NY9070620862,01/08/1978,09/07/1985,30/06/1992,10/08/2000,12/09/2009,N,N,N,N,P,NY9109820893,019,N,390900,520700
0996,NO,"Egglestone Burn Confluence
River Tees",Durham,190,NY987233,NY9876023327,02/08/1978,02/07/1985,29/06/1992,21/07/2000,13/09/2009,N,P,P,P,P,NY9860823470,019,N,398700,523300
0997,NO,"Balder
Balderhead Reservoir",Durham,335,NY903186,NY8891518132,02/08/1978,09/07/1985,10/07/1992,11/08/2000,20/08/2009,N,N,N,N,P,NY8989218109,019,N,390300,518600
0998,NO,"Balder
Hury Reservoir",Durham,275,NY952187,NY9519418825,02/08/1978,09/07/1985,01/07/1992,11/08/2000,20/08/2009,N,N,N,N,P,NY9514918825,019,N,395200,518700
0999,NO,"West Park
River Balder",Durham,180,NY999200,NY9957420140,02/08/1978,04/07/1985,01/07/1992,11/08/2000,20/08/2009,N,N,P,N,P,NY9958020142,019,N,399900,520000
1000,NO,"Fountain Head
Deepdale Beck",Durham,270,NY991155,NY9913215486,02/08/1978,04/07/1985,04/07/1992,25/07/2000,20/08/2009,N,N,N,N,P,NY9913215486,019,N,399100,515500
1001,NO,"Bowes
River Gretna",Durham,255,NY995132,NY9957313220,02/08/1978,04/07/1985,03/07/1992,25/07/2000,20/08/2009,N,N,N,N,P,NY9957313220,019,N,399500,513200
1002,NO,Sleightholme beck,Durham,358,NY953101,NY9479909786,02/08/1978,04/07/1985,03/07/1992,25/07/2000,19/08/2009,N,N,N,N,P,NY9479909786,019,N,395300,510100
1003,YO,"Eskeleth
Arkle Beck",North Yorks,273,NY999035,NY9998203546,03/08/1978,01/08/1985,04/07/1992,24/07/2000,19/08/2009,N,N,N,N,P,NY9998203546,021,N,399900,503500
1004,YO,"Arkengarthdale Moor
Arkle Beck",North Yorks,381,NY948071,NY9486107148,03/08/1978,01/08/1985,04/07/1992,24/07/2000,19/08/2009,N,N,N,N,P,NY9486107148,021,N,394800,507100
1005,NO,Mirk Fell Gill,Durham,468,NY911073,NY9116507364,03/08/1978,01/08/1985,03/07/1992,24/07/2000,19/08/2009,N,N,N,N,N,,019,N,391100,507300
1006,YO,"Keld
River Swale",North Yorks,305,NY896011,NY8598301048,03/08/1978,01/08/1985,04/07/1992,08/08/2000,19/08/2009,N,N,N,N,P,NY8962201007,021,N,389600,501100
1007,NO,Ease Gill,Durham,447,NY887079,NY8883407978,03/08/1978,01/08/1985,03/07/1992,24/07/2000,19/08/2009,N,N,N,N,N,,019,N,388700,507900
1008,NW,"Oxenthwaite
River Belah",Cumbria,200,NY822119,NY8239711969,03/08/1978,15/07/1985,12/07/1992,19/07/2000,20/08/2009,N,N,N,P,N,,007,N,382200,511900
1009,NO,"Bowes Moor
River Greta",Durham,350,NY923116,NY9232011639,03/08/1978,01/08/1985,03/07/1992,25/07/2000,20/08/2009,N,N,N,N,P,NY9232011639,019,N,392300,511600
